pose_cap_00        ,pose_cap_01           ,pose_cap_02             ,pose_cap_03           ,pose_cap_10            ,pose_cap_11        ,pose_cap_12             ,pose_cap_13            ,pose_cap_20             ,pose_cap_21             ,pose_cap_22        ,pose_cap_23             ,pose_cap_30 ,pose_cap_31 ,pose_cap_32 ,pose_cap_33
1.0                ,0.0                   ,0.0                     ,0.0                   ,0.0                    ,1.0                ,0.0                     ,0.0                    ,0.0                     ,0.0                     ,1.0                ,0.0                     ,        0.0 ,        0.0 ,        0.0 ,        1.0
0.9997696274579251 ,0.019969669678787067  ,0.007867928924565426    ,-0.020834370383420397 ,-0.019971503462005255  ,0.9998005376872076 ,0.0001545633810328356   ,0.02002159797843761    ,-0.007863272989601528   ,-0.000311662143629789   ,0.9999690354228977 ,0.012322477336338844    ,        0.0 ,        0.0 ,        0.0 ,        1.0
0.9998389931216144 ,0.015934216673999958  ,0.008251580002783362    ,-0.01849054840850117  ,-0.015932450235372136  ,0.9998730313192208 ,-0.00027976778196274146 ,0.014447470567160219   ,-0.008254990191012154   ,0.00014825484966756678  ,0.9999659159978648 ,0.013114933924363914    ,        0.0 ,        0.0 ,        0.0 ,        1.0
0.9996012212863715 ,0.026327964121809537  ,0.010209637995301897    ,-0.026365964555777    ,-0.026253127140104273  ,0.9996279664643815 ,-0.007396078532040049   ,0.036292369784885495   ,-0.010400563357814812   ,0.007125094209011838    ,0.9999205274992383 ,0.01184800561108456     ,        0.0 ,        0.0 ,        0.0 ,        1.0
0.9997635262165966 ,0.020112435353397358  ,0.008269316242091332    ,-0.020547974806543134 ,-0.020073479728642967  ,0.9997871420115308 ,-0.004767187850244396   ,0.02589147335025334    ,-0.008363435809525884   ,0.004600066583341957    ,0.9999544451268216 ,0.01074535810018661     ,        0.0 ,        0.0 ,        0.0 ,        1.0
0.999837870406879  ,0.014189603799742696  ,0.011085488002042496    ,-0.020661735902929076 ,-0.01407335146651697   ,0.9998458813044133 ,-0.010495447446491881   ,0.025816445778381394   ,-0.011232705762058861   ,0.010337735855037328    ,0.999883471979938  ,0.01052414123208977     ,        0.0 ,        0.0 ,        0.0 ,        1.0
0.9997788672037324 ,0.014333058830747756  ,0.015387661205532336    ,-0.025303241407310884 ,-0.014122151361787402  ,0.9998060272078484 ,-0.01372853960826407    ,0.02631845826671332    ,-0.015581448383789508   ,0.013508196897263736    ,0.9997873509316118 ,0.0160717681267648      ,        0.0 ,        0.0 ,        0.0 ,        1.0
0.9999456374253591 ,0.007940697249433347  ,0.006757774869392995    ,-0.010045224222394065 ,-0.007890737841721852  ,0.9999415773239829 ,-0.007387705675139087   ,0.010769613184828936   ,-0.006816043596235507   ,0.007333980230550757    ,0.9999498758856249 ,0.007929720563577746    ,        0.0 ,        0.0 ,        0.0 ,        1.0
0.9999135107989064 ,0.0017243018987206998 ,0.013038316791946832    ,-0.014458582284479158 ,-0.0015058988264680221 ,0.9998587060671134 ,-0.016742167438206987   ,0.01171437953552057    ,-0.01306534310799133    ,0.01672108503556538     ,0.9997748257106249 ,0.010423583840033931    ,        0.0 ,        0.0 ,        0.0 ,        1.0
0.9999417262006752 ,-0.009033225401387613 ,0.005911433130914314    ,0.0016620858777354284 ,0.009091170532778286   ,0.9999101612370378 ,-0.009849876815053824   ,-0.011386783506096659  ,-0.005821925897628025   ,0.009903044671996084    ,0.9999340152655442 ,0.004308793268953571    ,        0.0 ,        0.0 ,        0.0 ,        1.0
0.9999233992943899 ,-0.011307123685753416 ,0.005034331882898813    ,0.003812715126674259  ,0.011350117337488362   ,0.9998986449686752 ,-0.008595034975993386   ,-0.01704210919939142   ,-0.004936636504475979   ,0.008651516847837264    ,0.9999503892075149 ,0.003968070692694956    ,        0.0 ,        0.0 ,        0.0 ,        1.0
0.9997730847657945 ,-0.02062681634834341  ,0.005321036103958076    ,0.00927644466535284   ,0.020697069096583136   ,0.9996945883267472 ,-0.013504125333869006   ,-0.027283227489471245  ,-0.005040863884211148   ,0.01361119089401626     ,0.9998946570383072 ,0.001076779398177791    ,        0.0 ,        0.0 ,        0.0 ,        1.0
0.9997373185919229 ,-0.022854154209342444 ,0.0017266875827013995   ,0.015004258075594714  ,0.02286459674653928    ,0.9997187734478958 ,-0.006291600071497902   ,-0.03724908204878537   ,-0.0015824127940480498  ,0.006329427400418931    ,0.999978716932785  ,0.0006733563175892908   ,        0.0 ,        0.0 ,        0.0 ,        1.0
0.9998026448571986 ,-0.01945560943753522  ,0.004018780656578462    ,0.007578377809351906  ,0.019493258114521038   ,0.9997643614649417 ,-0.009551671722068741   ,-0.026718761475560647  ,-0.0038320000824911826  ,0.009628125779177675    ,0.9999463060431574 ,0.0014213168220157907   ,        0.0 ,        0.0 ,        0.0 ,        1.0
0.9996759482030414 ,-0.02524703882063431  ,0.003253554232047915    ,0.011041640688610275  ,0.025269828020991345   ,0.9996549915452253 ,-0.00716475195056239    ,-0.04316131879410244   ,-0.0030715429576933344  ,0.007244646955720327    ,0.9999690398779122 ,0.002715639423563389    ,        0.0 ,        0.0 ,        0.0 ,        1.0
0.9996009161725155 ,-0.027881682718964546 ,0.004540942174038382    ,0.009381451184945079  ,0.027874417270144326   ,0.9996100620569189 ,0.0016555048832203809   ,-0.055118222829614455  ,-0.004585329750281212   ,-0.0015282680810348051  ,0.9999883195056624 ,0.009687450448204241    ,        0.0 ,        0.0 ,        0.0 ,        1.0
0.9994991581842926 ,-0.030879864494775224 ,0.006918580611363904    ,0.00674115299496617   ,0.03084189045502316    ,0.9995089790647971 ,0.00552978860453844     ,-0.06427458661385548   ,-0.00708594256623557    ,-0.005313636949851519   ,0.999960776570919  ,0.015330069362944957    ,        0.0 ,        0.0 ,        0.0 ,        1.0
0.9990732583476286 ,-0.040988611655962    ,0.013136139812378926    ,0.0008030926868574234 ,0.04077251784149506    ,0.9990352230126767 ,0.016316401836176605    ,-0.0982467274918861    ,-0.013792253025472365   ,-0.015765687252107564   ,0.9997805843593641 ,0.031967663229025264    ,        0.0 ,        0.0 ,        0.0 ,        1.0
0.9995033321621405 ,-0.03145906073104297  ,-0.0018483762331623465  ,0.01784416822486294   ,0.03147012140655869    ,0.9994848677414421 ,0.006295285103348442    ,-0.06457788334099862   ,0.0016493803185523292   ,-0.00635032706216793    ,0.9999784762137486 ,0.0038373902778673814   ,        0.0 ,        0.0 ,        0.0 ,        1.0
0.9996290185497673 ,-0.026806314226024922 ,-0.00482149259517257    ,0.017943654370556943  ,0.02680506017540857    ,0.9996406271368569 ,-0.0003245403345752074  ,-0.047299349535116414  ,0.004828459611760981    ,0.00019517953698445478  ,0.9999883238731982 ,-0.00469975049476329    ,        0.0 ,        0.0 ,        0.0 ,        1.0
0.9993693925552095 ,-0.03518557925256531  ,0.004774121541558699    ,0.005973689215282451  ,0.035208818143043254   ,0.9993680909858612 ,-0.004874201909072595   ,-0.054401261316525486  ,-0.0045996031135578     ,0.005039219378212851    ,0.9999767246887592 ,0.0052616556747375285   ,        0.0 ,        0.0 ,        0.0 ,        1.0
0.9995286356125572 ,-0.030700025749687502 ,-0.0001225131369308441  ,0.01094567661611117   ,0.030698058891061322   ,0.9994965785280715 ,-0.008013656531487718   ,-0.03831301014176591   ,0.0003684709230525838   ,0.008006118263695088    ,0.9999678826340023 ,-0.004345159341421257   ,        0.0 ,        0.0 ,        0.0 ,        1.0
0.9995405051856627 ,-0.03008581463378153  ,-0.003690833376323036   ,0.015619850594292432  ,0.03005490670026713    ,0.9995149254865358 ,-0.008161881700254062   ,-0.036580809728534835  ,0.003934599907015179    ,0.008047203705167882    ,0.9999598799132409 ,-0.0092662508635955     ,        0.0 ,        0.0 ,        0.0 ,        1.0
0.9988870467635916 ,-0.04716637190335655  ,3.4196255708937724e-05  ,0.01690371383407823   ,0.04716504824189521    ,0.9988530322798862 ,-0.00825094719541658    ,-0.06216616147090599   ,0.0003550102102662828   ,0.008243377145084193    ,0.9999659597711305 ,-0.004099111991875026   ,        0.0 ,        0.0 ,        0.0 ,        1.0
0.9993864159457424 ,-0.03494314849664963  ,-0.002401665310658461   ,0.015201330135134195  ,0.03494358929730126    ,0.9993892762365725 ,0.00014181102335067552  ,-0.05475476604568379   ,0.0023952432329339786   ,-0.00022564681661111735 ,0.9999971059424982 ,-0.0029417890626282643  ,        0.0 ,        0.0 ,        0.0 ,        1.0
0.999204670269187  ,-0.039732544167958954 ,-0.00336925009269778    ,0.01928362711196857   ,0.039736149016646544   ,0.9992096970980432 ,0.001009795310734267    ,-0.06233369599528466   ,0.0033264656277880384   ,-0.0011428732142571667  ,0.9999938142144914 ,-0.003841373945046977   ,        0.0 ,        0.0 ,        0.0 ,        1.0
0.9983240429075227 ,-0.057867140892884285 ,0.0007066524344541557   ,0.021156033916100825  ,0.057871377563259316   ,0.9982282411492561 ,-0.013830481951091008   ,-0.06424000118388126   ,9.493003093156787e-05   ,0.013848197606615133    ,0.9999041046077074 ,-0.007011312411515498   ,        0.0 ,        0.0 ,        0.0 ,        1.0
0.9996128577269137 ,-0.02775367314038555  ,-0.0019667979690275957  ,0.011209220245390452  ,0.027733056190951712   ,0.9995670153653577 ,-0.009831550635884659   ,-0.028216563360002306  ,0.0022388080185389726   ,0.009773199108434272    ,0.9999497348956328 ,-0.008158471342385492   ,        0.0 ,        0.0 ,        0.0 ,        1.0
0.9996829715795251 ,-0.022375536805143426 ,-0.011545201887075765   ,0.02318805944095132   ,0.022349961997367572   ,0.9997474711017564 ,-0.0023394923304982363  ,-0.03225935568126747   ,0.011594633786709713    ,0.0020807158215137827   ,0.9999306151373835 ,-0.016706696074627214   ,        0.0 ,        0.0 ,        0.0 ,        1.0
0.9989230480893709 ,-0.04630415041369608  ,-0.0029444269914201474  ,0.02087328093149893   ,0.046246215379571444   ,0.9987787626459103 ,-0.017385938300162076   ,-0.04109563810430131   ,0.0037458722493263438   ,0.017231045875878603    ,0.9998445176621815 ,-0.014246663839405043   ,        0.0 ,        0.0 ,        0.0 ,        1.0
0.9995918031002157 ,-0.028237280286176315 ,0.004345477752998404    ,0.002066822323294061  ,0.028291311457249457   ,0.9995162213196567 ,-0.012919946397372003   ,-0.022306629350398066  ,-0.003978551355799799   ,0.013037611779849523    ,0.9999070915881103 ,-0.002012520120358921   ,        0.0 ,        0.0 ,        0.0 ,        1.0
0.9996736068622973 ,-0.02428660001411579  ,-0.00792721910139266    ,0.019938911481074684  ,0.024229424127101502   ,0.9996802750356694 ,-0.007230678466465249   ,-0.025795988428536844  ,0.008100293167294824    ,0.007036246468878818    ,0.9999424365863467 ,-0.014742147694630836   ,        0.0 ,        0.0 ,        0.0 ,        1.0
0.9987455751229644 ,-0.05007270703076688  ,-1.3524481934720863e-05 ,0.019869725609235576  ,0.05006850878365616    ,0.998665262690561  ,-0.012682173448629461   ,-0.051976378967656854  ,0.0006485371859111358   ,0.01266558746412035     ,0.9999195779130003 ,-0.009154284446554483   ,        0.0 ,        0.0 ,        0.0 ,        1.0
0.9996340558648812 ,-0.02696694037268252  ,-0.0021303713442574943  ,0.013189549286406546  ,0.026938289214102663   ,0.9995590157865941 ,-0.012494099965935632   ,-0.020689276770642334  ,0.002466359532917532    ,0.012432139263926736    ,0.999919676266039  ,-0.011001788735955732   ,        0.0 ,        0.0 ,        0.0 ,        1.0
0.99960144410963   ,-0.026364656487928437 ,-0.010092463634614033   ,0.026314224639569637  ,0.026189262943355978   ,0.9995101664219336 ,-0.01713329290265904    ,-0.012647242344703843  ,0.010539233388925979    ,0.016862150143980348    ,0.9998022766787935 ,-0.023416741508120828   ,        0.0 ,        0.0 ,        0.0 ,        1.0
0.9992610160353801 ,-0.035261097415007936 ,-0.015299569962245477   ,0.03974416543017341   ,0.03504718949997167    ,0.9992871556854762 ,-0.01403121485084455    ,-0.030381043289404303  ,0.015783419784490216    ,0.013484639080333037    ,0.9997845008644531 ,-0.029932921029657573   ,        0.0 ,        0.0 ,        0.0 ,        1.0
0.9995709141543335 ,-0.02581007666684041  ,-0.013850181194566278   ,0.033604691268229354  ,0.0257279609358734     ,0.9996505241576972 ,-0.006074666849335976   ,-0.028717074492437225  ,0.014002128507934648    ,0.0057157233750475015   ,0.9998856289114024 ,-0.023693964314339518   ,        0.0 ,        0.0 ,        0.0 ,        1.0
0.9992047310462888 ,-0.03874313460375519  ,-0.009427352533413962   ,0.033811448862549665  ,0.03866208012967982    ,0.9992150463141556 ,-0.008633352735319419   ,-0.04056854244059027   ,0.009754435645401544    ,0.008262005838867218    ,0.9999182917842643 ,-0.02004415763525043    ,        0.0 ,        0.0 ,        0.0 ,        1.0
0.9989173606937823 ,-0.046281377743169885 ,-0.00470537764285341    ,0.03154395960110849   ,0.046280706444987586   ,0.9989284423591309 ,-0.0002515092815617486  ,-0.06381529748879201   ,0.004711975755553129    ,3.3468786327960046e-05  ,0.9999888980205336 ,-0.011480343601800365   ,        0.0 ,        0.0 ,        0.0 ,        1.0
0.9996201687783276 ,-0.026024756942297222 ,-0.00906808677071684    ,0.02910426544364514   ,0.02613047525755843    ,0.9995895818991253 ,0.011741636238226329    ,-0.05468284435059117   ,0.008758791834561122    ,-0.011974129815183494   ,0.9998899458344243 ,-0.010478732758907393   ,        0.0 ,        0.0 ,        0.0 ,        1.0
0.9994700298332915 ,-0.03252063858262999  ,-0.0014378912393956346  ,0.020508667009246744  ,0.032535275644373196   ,0.9994019383484906 ,0.01171415656500115     ,-0.06241929833056849   ,0.0010560794398354581   ,-0.01175473059931256    ,0.9999303530770299 ,-0.0012512586092664237  ,        0.0 ,        0.0 ,        0.0 ,        1.0
0.9996139123539801 ,-0.027713635894711184 ,-0.0019951475795043283  ,0.022410143903565376  ,0.0277409136662868     ,0.9994985126191835 ,0.015269740698667031    ,-0.061888638725419186  ,0.0015709670042411091   ,-0.01531919245717863    ,0.999881420171978  ,-0.0013480743374741674  ,        0.0 ,        0.0 ,        0.0 ,        1.0
0.9999986313765217 ,0.001645960033219106  ,0.00016751313973918758  ,0.004746481738901895  ,-0.0016486676888113538 ,0.9998419187816927 ,0.01770365334613306     ,-0.026916904018930495  ,-0.00013834715320769217 ,-0.01770390528999701    ,0.99984326401569   ,0.002915762362138239    ,        0.0 ,        0.0 ,        0.0 ,        1.0
0.9999842254474178 ,0.005576957572991976  ,0.0006681321403387366   ,0.0027418960122510515 ,-0.0055866651305917425 ,0.9998637160885704 ,0.01553507072013319     ,-0.01869621014087235   ,-0.0005814026543766594  ,-0.015538558291872366   ,0.9998791002802119 ,0.002678395159423744    ,        0.0 ,        0.0 ,        0.0 ,        1.0
0.9999209130354139 ,0.01230357111826164   ,-0.0026057268014138208  ,0.007223980224413946  ,-0.012255082648150511  ,0.9997651813641686 ,0.017871627826416145    ,-0.014910336524640112  ,0.0028249997721642387   ,-0.01783828101630679    ,0.9998368942515953 ,-0.0029679684905841836  ,        0.0 ,        0.0 ,        0.0 ,        1.0
0.9998633661345763 ,0.015742722656373907  ,-0.005041403118216353   ,0.007498776714210611  ,-0.015689489642910306  ,0.9998225102606516 ,0.010430143375909565    ,0.0012425003507926802  ,0.005204707175326338    ,-0.010349621223091783   ,0.9999328959304037 ,-0.007574164199811556   ,        0.0 ,        0.0 ,        0.0 ,        1.0
0.9998299075460835 ,0.01832831623690341   ,-0.002056404705077587   ,0.0012644914084512992 ,-0.018313874877758107  ,0.9998089279303206 ,0.006834443488008245    ,0.009046833001649268   ,0.0021812756251276197   ,-0.00679562026227548    ,0.9999745304666023 ,-0.005268052116958409   ,        0.0 ,        0.0 ,        0.0 ,        1.0
0.9997225666636074 ,0.02293854858893642   ,-0.005349083301132367   ,0.005867625310853935  ,-0.0229063934482333    ,0.9997196268871862 ,0.005997062259514171    ,0.013840483959896965   ,0.005485147466028336    ,-0.0058728702678382825  ,0.9999677107547497 ,-0.011660055292915413   ,        0.0 ,        0.0 ,        0.0 ,        1.0
0.9998719974931413 ,0.015763397970932257  ,-0.00273932719576998    ,0.0023516658946719357 ,-0.015750142990833483  ,0.9998644622991709 ,0.004794791649607079    ,0.006661677357252197   ,0.002814538122621566    ,-0.00475103310922245    ,0.9999847529135397 ,-0.00663436295588987    ,        0.0 ,        0.0 ,        0.0 ,        1.0
0.9999406856227946 ,0.010719895325275059  ,0.0019258973052863936   ,-0.003452732455577889 ,-0.010729518433429642  ,0.9999296453497436 ,0.00505784390117693     ,-0.0014325013917001793 ,-0.0018715422522614042  ,-0.005078207848952165   ,0.9999853544600764 ,-0.00022217150158293595 ,        0.0 ,        0.0 ,        0.0 ,        1.0
